filename,city,period,year,quarter,cloud_cover_pct,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndbi_mean,ndbi_std,ndbi_min,ndbi_max,bsi_mean,bsi_std,bsi_min,bsi_max,valid_pixels_pct
../data/raw/S2_2023_Q2_Kharkiv_clean.npy,Kharkiv,2023_Q2,2023,Q2,17.291479,0.3932252227643027,0.1359122374683162,-0.17616767131818978,0.7325522990457439,-0.12676278190648332,0.11530354536414467,-0.4672289123608143,0.6661663215948518,-0.0870154964139228,0.09027144510681018,-0.36199545962734153,0.5631350460085542,15.059346986229652
../data/raw/S2_2023_Q3_Kharkiv_clean.npy,Kharkiv,2023_Q3,2023,Q3,0.005076,0.27038738690650743,0.13242040089608406,-0.3329313342172549,0.9922111209497718,0.006824958255353976,0.125757368219196,-0.4476413855630067,0.89607584240816,0.02018921467518149,0.09051772836537929,-0.3784840180181879,0.8743773262794657,41.39617047443456
../data/raw/S2_2023_Q4_Kharkiv_clean.npy,Kharkiv,2023_Q4,2023,Q4,9.149317,0.14016866263582764,0.07503042312245997,-0.0902233920234785,0.6423751777161422,0.02771185368851421,0.09928808449660527,-0.5009446849105705,0.6954356851401319,0.037180156949829596,0.06353549378562916,-0.2889506912233059,0.605172624386777,5.326959864946722
../data/raw/S2_2024_Q1_Kharkiv_clean.npy,Kharkiv,2024_Q1,2024,Q1,22.424939,0.13407314224915368,0.04890568372706502,-0.3590829855785686,0.7087102642597232,0.1200498279068836,0.05581762928021206,-0.6730510610432856,0.7773120730178167,0.1194171405266023,0.03829290050076839,-0.6942462690269962,0.7849727254176218,94.57502346987842
../data/raw/S2_2024_Q2_Kharkiv_clean.npy,Kharkiv,2024_Q2,2024,Q2,0.022157,0.3866511201238342,0.16138860721888995,-0.44506540021576774,0.9408224172447661,-0.09324640437745514,0.12441750201450373,-0.666365740292553,0.7776546865766151,-0.0562323821354602,0.09805430656058936,-0.4313412534634425,0.7579814559111617,41.335308502979295
../data/raw/S2_2021_Q1_Bakhmut_clean.npy,Bakhmut,2021_Q1,2021,Q1,14.962146,0.16207678225367794,0.06852319649372993,-0.26865668600482856,0.5040147843524646,0.20014376566029476,0.07713131853897714,-0.6332862911095724,0.4607242201322912,0.1823205230903284,0.060087986954049155,-0.22418730850914495,0.41071426287208496,3.511361350032695
../data/raw/S2_2021_Q2_Bakhmut_clean.npy,Bakhmut,2021_Q2,2021,Q2,19.970817,0.6087811254514637,0.18954295642824004,-0.5390490560411789,0.9202165892554065,-0.2818390785685549,0.14209496386026016,-0.6525665218242881,0.6126052407757147,-0.20798421681865004,0.15182782885860005,-0.5903663074708067,0.6792026963171021,2.7031147829586035
../data/raw/S2_2021_Q3_Bakhmut_clean.npy,Bakhmut,2021_Q3,2021,Q3,0.029413,0.4499525380827582,0.21579697745088272,-0.9999997701149888,0.9999999470339032,0.07032993340587436,0.198217324804104,-0.6909999705443362,0.9999998898678563,0.09334569452594076,0.17507601970877443,-0.5889811732058229,0.8023378589469039,98.75053442985764
../data/raw/S2_2021_Q4_Bakhmut_clean.npy,Bakhmut,2021_Q4,2021,Q4,14.586361,0.07134261020710433,0.1295704551942617,-0.6932511112391336,0.9999997375328805,-0.5100836379641756,0.17585935732523353,-0.8918482336894583,0.9999997971602849,-0.29043218423214373,0.09480996098808278,-0.5161078189192222,0.9999997971602849,0.7574757305970524
../data/raw/S2_2022_Q1_Bakhmut_clean.npy,Bakhmut,2022_Q1,2022,Q1,0.052973,0.10733917878392765,0.03402688160207885,-0.25688803923040604,0.3560681871308235,0.1521610883182462,0.03774156515908929,-0.32354381421172873,0.3121376544710858,0.12880704702223666,0.024041355383419574,-0.2510815236712386,0.23893325633572554,99.99984281474777
../data/raw/S2_2022_Q3_Bakhmut_clean.npy,Bakhmut,2022_Q3,2022,Q3,13.975517,0.2962511977414859,0.1263914513802239,-0.40587592714212817,0.7178285396964477,-0.009858343200679394,0.11783780710682314,-0.522631254868633,0.45834881396711386,0.00904004949656084,0.08852626340405106,-0.43139707378004244,0.49110185326242595,88.4923104974599
../data/raw/S2_2022_Q4_Bakhmut_clean.npy,Bakhmut,2022_Q4,2022,Q4,28.710139,0.15873882634183867,0.07298248005444101,-0.15556686951415363,0.5751856487529335,0.019424587866677858,0.06778126326352449,-0.34224461194901645,0.25424724189668746,0.023552821493792207,0.04307383959097878,-0.2527373805662438,0.19839502560394615,99.22837759670035
../data/raw/S2_2023_Q1_Bakhmut_clean.npy,Bakhmut,2023_Q1,2023,Q1,15.681952,0.1151185589338443,0.04512607994460425,-0.31577970551524037,0.40356450202098987,0.16149195734015465,0.046421491764237655,-0.2120206616718658,0.41530944772999373,0.12541754516915715,0.03139505660322202,-0.22695725697882144,0.33304959195050854,37.58142196066596
../data/raw/S2_2023_Q2_Bakhmut_clean.npy,Bakhmut,2023_Q2,2023,Q2,0.213549,0.4679234935831472,0.12292931103704874,-0.39410679364514456,0.7199367144741983,-0.16824491539362843,0.1028010549754532,-0.46425104162168596,0.48978739916782826,-0.11067916365937994,0.0854700945824836,-0.3615452483654206,0.28802403320714665,99.072764196972
../data/raw/S2_2023_Q3_Bakhmut_clean.npy,Bakhmut,2023_Q3,2023,Q3,0.000727,0.2240394399278057,0.10516789152164722,-0.2961790869812075,0.6382916808097578,0.07751823896694825,0.10645005403251251,-0.41796635302056195,0.5943934125648166,0.07671297303179393,0.07561907871783233,-0.28549270785920916,0.47296893157489456,100.0
../data/raw/S2_2023_Q4_Bakhmut_clean.npy,Bakhmut,2023_Q4,2023,Q4,6.835634,0.005092299675834282,0.03388019374302949,-0.09011495815976193,0.16085596840407088,-0.23044754952859117,0.14184328362506768,-0.7579520033854463,0.20874007909232353,-0.12330025661169051,0.08073053781895197,-0.2976714858261272,0.1860154601501867,0.1799771138272722
../data/raw/S2_2024_Q1_Bakhmut_clean.npy,Bakhmut,2024_Q1,2024,Q1,16.827016,0.11403013557765979,0.07186398349656964,-0.022186722299984384,0.4115681651518277,0.10860431434344217,0.06908997973458214,-0.16732586827541238,0.23720285113581757,0.1054590186495983,0.04715085211559461,-0.09065086930491692,0.19202029763418638,3.0085257280820885
../data/raw/S2_2024_Q2_Bakhmut_clean.npy,Bakhmut,2024_Q2,2024,Q2,1.594878,0.3448659070272584,0.1272442718361074,-0.1285545089949882,0.7083467372674274,-0.039743527600577,0.11169587533408526,-0.40340357366779656,0.2194684057041592,-0.012853500271327242,0.08936756364706033,-0.3265306142409301,0.18254221691144623,5.281267290377747
